,Unnamed: 0,강원도,가평군,가경동,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1725,,,,신내1동,,,,,,,,,,,,,
1726,,,,신내2동,,,,,,,,,,,,,
1727,,,,신녕면,,,,,,,,,,,,,
1728,,,,신니면,,,,,,,,,,,,,
1729,,,,신당동,,,,,,,,,,,,,
1730,,,,신당제5동,,,,,,,,,,,,,
1731,,,,신대방제1동,,,,,,,,,,,,,
1732,,,,신대방제2동,,,,,,,,,,,,,
1733,,,,신덕면,,,,,,,,,,,,,
1734,,,,신도림동,,,,,,,,,,,,,
1735,,,,신도안면,,,,,,,,,,,,,
1736,,,,신동,,,,,,,,,,,,,
1737,,,,신동면,,,,,,,,,,,,,
1738,,,,신동읍,,,,,,,,,,,,,
1739,,,,신둔면,,,,,,,,,,,,,
1740,,,,신등면,,,,,,,,,,,,,
1741,,,,신림동,,,,,,,,,,,,,
1742,,,,신림면,,,,,,,,,,,,,
1743,,,,신방동,,,,,,,,,,,,,
1744,,,,신백동,,,,,,,,,,,,,
1745,,,,신봉동,,,,,,,,,,,,,
1746,,,,신북면,,,,,,,,,,,,,
1747,,,,신북읍,,,,,,,,,,,,,
1748,,,,신사동,,,,,,,,,,,,,
1749,,,,신사우동,,,,,,,,,,,,,
1750,,,,신사제1동,,,,,,,,,,,,,
1751,,,,신사제2동,,,,,,,,,,,,,
1752,,,,신서면,,,,,,,,,,,,,
1753,,,,신선동,,,,,,,,,,,,,
1754,,,,신성동,,,,,,,,,,,,,
1755,,,,신수동,,,,,,,,,,,,,
1756,,,,신안동,,,,,,,,,,,,,
1757,,,,신안면,,,,,,,,,,,,,
1758,,,,신암1동,,,,,,,,,,,,,
1759,,,,신암2동,,,,,,,,,,,,,
1760,,,,신암3동,,,,,,,,,,,,,
1761,,,,신암4동,,,,,,,,,,,,,
1762,,,,신암5동,,,,,,,,,,,,,
1763,,,,신암면,,,,,,,,,,,,,
1764,,,,신양면,,,,,,,,,,,,,
1765,,,,신용동,,,,,,,,,,,,,
1766,,,,신원동,,,,,,,,,,,,,
1767,,,,신원면,,,,,,,,,,,,,
1768,,,,신월1동,,,,,,,,,,,,,
1769,,,,신월2동,,,,,,,,,,,,,
1770,,,,신월3동,,,,,,,,,,,,,
1771,,,,신월4동,,,,,,,,,,,,,
1772,,,,신월5동,,,,,,,,,,,,,
1773,,,,신월6동,,,,,,,,,,,,,
1774,,,,신월7동,,,,,,,,,,,,,
1775,,,,신의면,,,,,,,,,,,,,
1776,,,,신인동,,,,,,,,,,,,,
1777,,,,신장1동,,,,,,,,,,,,,
1778,,,,신장2동,,,,,,,,,,,,,
1779,,,,신장동,,,,,,,,,,,,,
1780,,,,신전면,,,,,,,,,,,,,
1781,,,,신정1동,,,,,,,,,,,,,
1782,,,,신정2동,,,,,,,,,,,,,
1783,,,,신정3동,,,,,,,,,,,,,
1784,,,,신정4동,,,,,,,,,,,,,
1785,,,,신정5동,,,,,,,,,,,,,
1786,,,,신정6동,,,,,,,,,,,,,
1787,,,,신정7동,,,,,,,,,,,,,
1788,,,,신중동,,,,,,,,,,,,,
1789,,,,신지면,,,,,,,,,,,,,
1790,,,,신창동,,,,,,,,,,,,,
1791,,,,신창면,,,,,,,,,,,,,
1792,,,,신천1.2동,,,,,,,,,,,,,
1793,,,,신천3동,,,,,,,,,,,,,
1794,,,,신천4동,,,,,,,,,,,,,
1795,,,,신천동,,,,,,,,,,,,,
1796,,,,신촌동,,,,,,,,,,,,,
1797,,,,신탄진동,,,,,,,,,,,,,
1798,,,,신태인읍,,,,,,,,,,,,,
1799,,,,신평1동,,,,,,,,,,,,,
1800,,,,신평2동,,,,,,,,,,,,,
1801,,,,신평동,,,,,,,,,,,,,
1802,,,,신평면,,,,,,,,,,,,,
1803,,,,신평제1동,,,,,,,,,,,,,
1804,,,,신평제2동,,,,,,,,,,,,,
1805,,,,신포동,,,,,,,,,,,,,
1806,,,,신풍동,,,,,,,,,,,,,
1807,,,,신풍면,,,,,,,,,,,,,
1808,,,,신현동,,,,,,,,,,,,,
1809,,,,신현원창동,,,,,,,,,,,,,
1810,,,,신흥1동,,,,,,,,,,,,,
1811,,,,신흥2동,,,,,,,,,,,,,
1812,,,,신흥3동,,,,,,,,,,,,,
1813,,,,신흥동,,,,,,,,,,,,,
1814,,,,심곡동,,,,,,,,,,,,,
1815,,,,심원면,,,,,,,,,,,,,
1816,,,,심천면,,,,,,,,,,,,,
1817,,,,십정1동,,,,,,,,,,,,,
1818,,,,십정2동,,,,,,,,,,,,,
1819,,,,쌍령동,,,,,,,,,,,,,
1820,,,,쌍림면,,,,,,,,,,,,,
1821,,,,쌍문제1동,,,,,,,,,,,,,
1822,,,,쌍문제2동,,,,,,,,,,,,,
1823,,,,쌍문제3동,,,,,,,,,,,,,
1824,,,,쌍문제4동,,,,,,,,,,,,,
1825,,,,쌍백면,,,,,,,,,,,,,
1826,,,,쌍봉동,,,,,,,,,,,,,
1827,,,,쌍용1동,,,,,,,,,,,,,
1828,,,,쌍용2동,,,,,,,,,,,,,
1829,,,,쌍용3동,,,,,,,,,,,,,
1830,,,,쌍책면,,,,,,,,,,,,,
1831,,,,쌍치면,,,,,,,,,,,,,
1832,,,,아라동,,,,,,,,,,,,,
1833,,,,아름동,,,,,,,,,,,,,
1834,,,,아미동,,,,,,,,,,,,,
1835,,,,아산면,,,,,,,,,,,,,
1836,,,,아영면,,,,,,,,,,,,,
1837,,,,아주동,,,,,,,,,,,,,
1838,,,,아포읍,,,,,,,,,,,,,
1839,,,,아현동,,,,,,,,,,,,,
1840,,,,악양면,,,,,,,,,,,,,
1841,,,,안강읍,,,,,,,,,,,,,
1842,,,,안계면,,,,,,,,,,,,,
1843,,,,안기동,,,,,,,,,,,,,
1844,,,,안남면,,,,,,,,,,,,,
1845,,,,안내면,,,,,,,,,,,,,
1846,,,,안덕면,,,,,,,,,,,,,
1847,,,,안락제1동,,,,,,,,,,,,,
1848,,,,안락제2동,,,,,,,,,,,,,
1849,,,,안면읍,,,,,,,,,,,,,
1850,,,,안사면,,,,,,,,,,,,,
1851,,,,안산동,,,,,,,,,,,,,
1852,,,,안성1동,,,,,,,,,,,,,
1853,,,,안성2동,,,,,,,,,,,,,
1854,,,,안성3동,,,,,,,,,,,,,
1855,,,,안성면,,,,,,,,,,,,,
1856,,,,안심1동,,,,,,,,,,,,,
1857,,,,안심2동,,,,,,,,,,,,,
1858,,,,안심3.4동,,,,,,,,,,,,,
1859,,,,안심3동,,,,,,,,,,,,,
1860,,,,안심4동,,,,,,,,,,,,,
1861,,,,안암동,,,,,,,,,,,,,
1862,,,,안양1동,,,,,,,,,,,,,
1863,,,,안양2동,,,,,,,,,,,,,
1864,,,,안양3동,,,,,,,,,,,,,
1865,,,,안양4동,,,,,,,,,,,,,
1866,,,,안양5동,,,,,,,,,,,,,
1867,,,,안양6동,,,,,,,,,,,,,
1868,,,,안양7동,,,,,,,,,,,,,
1869,,,,안양8동,,,,,,,,,,,,,
1870,,,,안양9동,,,,,,,,,,,,,
1871,,,,안양면,,,,,,,,,,,,,
1872,,,,안의면,,,,,,,,,,,,,
1873,,,,안정면,,,,,,,,,,,,,
1874,,,,안좌면,,,,,,,,,,,,,
1875,,,,안중읍,,,,,,,,,,,,,
1876,,,,안천면,,,,,,,,,,,,,
1877,,,,안평면,,,,,,,,,,,,,
1878,,,,안흥면,,,,,,,,,,,,,
1879,,,,암남동,,,,,,,,,,,,,
1880,,,,암사제1동,,,,,,,,,,,,,
1881,,,,암사제2동,,,,,,,,,,,,,
1882,,,,암사제3동,,,,,,,,,,,,,
1883,,,,암태면,,,,,,,,,,,,,
1884,,,,압구정동,,,,,,,,,,,,,
1885,,,,압량읍,,,,,,,,,,,,,
1886,,,,압해읍,,,,,,,,,,,,,
1887,,,,앙성면,,,,,,,,,,,,,
1888,,,,애월읍,,,,,,,,,,,,,
1889,,,,야로면,,,,,,,,,,,,,
1890,,,,야음장생포동,,,,,,,,,,,,,
1891,,,,야탑1동,,,,,,,,,,,,,
1892,,,,야탑2동,,,,,,,,,,,,,
1893,,,,야탑3동,,,,,,,,,,,,,
1894,,,,약목면,,,,,,,,,,,,,
1895,,,,약사동,,,,,,,,,,,,,
1896,,,,약사명동,,,,,,,,,,,,,
1897,,,,약산면,,,,,,,,,,,,,
1898,,,,약수동,,,,,,,,,,,,,
1899,,,,양3동,,,,,,,,,,,,,
1900,,,,양감면,,,,,,,,,,,,,
1901,,,,양강면,,,,,,,,,,,,,
1902,,,,양구읍,,,,,,,,,,,,,
1903,,,,양금동,,,,,,,,,,,,,
1904,,,,양남면,,,,,,,,,,,,,
1905,,,,양덕1동,,,,,,,,,,,,,
1906,,,,양덕2동,,,,,,,,,,,,,
1907,,,,양도면,,,,,,,,,,,,,
1908,,,,양동,,,,,,,,,,,,,
1909,,,,양동면,,,,,,,,,,,,,
1910,,,,양림동,,,,,,,,,,,,,
1911,,,,양보면,,,,,,,,,,,,,
1912,,,,양사면,,,,,,,,,,,,,
1913,,,,양산동,,,,,,,,,,,,,
1914,,,,양산면,,,,,,,,,,,,,
1915,,,,양서면,,,,,,,,,,,,,
1916,,,,양성면,,,,,,,,,,,,,
1917,,,,양양읍,,,,,,,,,,,,,
1918,,,,양재1동,,,,,,,,,,,,,
1919,,,,양재2동,,,,,,,,,,,,,
1920,,,,양정동,,,,,,,,,,,,,
1921,,,,양정제1동,,,,,,,,,,,,,
1922,,,,양정제2동,,,,,,,,,,,,,
1923,,,,양주1동,,,,,,,,,,,,,
1924,,,,양주2동,,,,,,,,,,,,,
1925,,,,양주동,,,,,,,,,,,,,
1926,,,,양지동,,,,,,,,,,,,,
1927,,,,양지면,,,,,,,,,,,,,
1928,,,,양촌면,,,,,,,,,,,,,
1929,,,,양촌읍,,,,,,,,,,,,,
1930,,,,양평읍,,,,,,,,,,,,,
1931,,,,양평제1동,,,,,,,,,,,,,
1932,,,,양평제2동,,,,,,,,,,,,,
1933,,,,양포동,,,,,,,,,,,,,
1934,,,,양학동,,,,,,,,,,,,,
1935,,,,양화면,,,,,,,,,,,,,
1936,,,,어룡동,,,,,,,,,,,,,
1937,,,,어모면,,,,,,,,,,,,,
1938,,,,어상천면,,,,,,,,,,,,,
1939,,,,어양동,,,,,,,,,,,,,
1940,,,,언양읍,,,,,,,,,,,,,
1941,,,,엄궁동,,,,,,,,,,,,,
1942,,,,엄다면,,,,,,,,,,,,,
1943,,,,엄사면,,,,,,,,,,,,,
1944,,,,엄정면,,,,,,,,,,,,,
1945,,,,여량면,,,,,,,,,,,,,
1946,,,,여산면,,,,,,,,,,,,,
1947,,,,여서동,,,,,,,,,,,,,
1948,,,,여의동,,,,,,,,,,,,,
1949,,,,여좌동,,,,,,,,,,,,,
1950,,,,여천동,,,,,,,,,,,,,
1951,,,,여항면,,,,,,,,,,,,,
1952,,,,여흥동,,,,,,,,,,,,,
1953,,,,역삼1동,,,,,,,,,,,,,
1954,,,,역삼2동,,,,,,,,,,,,,
1955,,,,역삼동,,,,,,,,,,,,,
1956,,,,역촌동,,,,,,,,,,,,,
1957,,,,연곡면,,,,,,,,,,,,,
1958,,,,연기면,,,,,,,,,,,,,
1959,,,,연남동,,,,,,,,,,,,,
1960,,,,연동,,,,,,,,,,,,,
1961,,,,연동면,,,,,,,,,,,,,
1962,,,,연무동,,,,,,,,,,,,,
1963,,,,연무읍,,,,,,,,,,,,,
1964,,,,연산동,,,,,,,,,,,,,
1965,,,,연산면,,,,,,,,,,,,,
1966,,,,연산제1동,,,,,,,,,,,,,
1967,,,,연산제2동,,,,,,,,,,,,,
1968,,,,연산제3동,,,,,,,,,,,,,
1969,,,,연산제4동,,,,,,,,,,,,,
1970,,,,연산제5동,,,,,,,,,,,,,
1971,,,,연산제6동,,,,,,,,,,,,,
1972,,,,연산제8동,,,,,,,,,,,,,
1973,,,,연산제9동,,,,,,,,,,,,,
1974,,,,연서면,,,,,,,,,,,,,
1975,,,,연성동,,,,,,,,,,,,,
1976,,,,연수1동,,,,,,,,,,,,,
1977,,,,연수2동,,,,,,,,,,,,,
1978,,,,연수3동,,,,,,,,,,,,,
1979,,,,연수동,,,,,,,,,,,,,
1980,,,,연안동,,,,,,,,,,,,,
1981,,,,연일읍,,,,,,,,,,,,,
1982,,,,연지동,,,,,,,,,,,,,
1983,,,,연천읍,,,,,,,,,,,,,
1984,,,,연초면,,,,,,,,,,,,,
1985,,,,연평면,,,,,,,,,,,,,
1986,,,,연풍면,,,,,,,,,,,,,
1987,,,,연희동,,,,,,,,,,,,,
1988,,,,염리동,,,,,,,,,,,,,
1989,,,,염산면,,,,,,,,,,,,,
1990,,,,염창동,,,,,,,,,,,,,
1991,,,,염치읍,,,,,,,,,,,,,
1992,,,,염포동,,,,,,,,,,,,,
1993,,,,영강동,,,,,,,,,,,,,
1994,,,,영광읍,,,,,,,,,,,,,
1995,,,,영남면,,,,,,,,,,,,,
1996,,,,영덕1동,,,,,,,,,,,,,
1997,,,,영덕2동,,,,,,,,,,,,,
1998,,,,영덕동,,,,,,,,,,,,,
1999,,,,영덕읍,,,,,,,,,,,,,
2000,,,,영동읍,,,,,,,,,,,,,
2001,,,,영등1동,,,,,,,,,,,,,
2002,,,,영등2동,,,,,,,,,,,,,
2003,,,,영등포동,,,,,,,,,,,,,
2004,,,,영등포본동,,,,,,,,,,,,,
2005,,,,영랑동,,,,,,,,,,,,,
2006,,,,영북면,,,,,,,,,,,,,
2007,,,,영산동,,,,,,,,,,,,,
2008,,,,영산면,,,,,,,,,,,,,
2009,,,,영서동,,,,,,,,,,,,,
2010,,,,영선제1동,,,,,,,,,,,,,
2011,,,,영선제2동,,,,,,,,,,,,,
2012,,,,영순면,,,,,,,,,,,,,
2013,,,,영암읍,,,,,,,,,,,,,
2014,,,,영양읍,,,,,,,,,,,,,
2015,,,,영오면,,,,,,,,,,,,,
2016,,,,영운동,,,,,,,,,,,,,
2017,,,,영원면,,,,,,,,,,,,,
2018,,,,영월읍,,,,,,,,,,,,,
2019,,,,영인면,,,,,,,,,,,,,
2020,,,,영종1동,,,,,,,,,,,,,
2021,,,,영종동,,,,,,,,,,,,,
2022,,,,영주1동,,,,,,,,,,,,,
2023,,,,영주2동,,,,,,,,,,,,,
2024,,,,영주제1동,,,,,,,,,,,,,
2025,,,,영주제2동,,,,,,,,,,,,,
2026,,,,영중면,,,,,,,,,,,,,
2027,,,,영천동,,,,,,,,,,,,,
2028,,,,영춘면,,,,,,,,,,,,,
2029,,,,영통1동,,,,,,,,,,,,,
2030,,,,영통2동,,,,,,,,,,,,,
2031,,,,영통3동,,,,,,,,,,,,,
2032,,,,영해면,,,,,,,,,,,,,
2033,,,,영현면,,,,,,,,,,,,,
2034,,,,영화동,,,,,,,,,,,,,
2035,,,,영흥면,,,,,,,,,,,,,
2036,,,,예래동,,,,,,,,,,,,,
2037,,,,예산읍,,,,,,,,,,,,,
2038,,,,예안면,,,,,,,,,,,,,
2039,,,,예천읍,,,,,,,,,,,,,
2040,,,,오가면,,,,,,,,,,,,,
2041,,,,오곡면,,,,,,,,,,,,,
2042,,,,오근장동,,,,,,,,,,,,,
2043,,,,오금동,,,,,,,,,,,,,
2044,,,,오남읍,,,,,,,,,,,,,
2045,,,,오동동,,,,,,,,,,,,,
2046,,,,오라동,,,,,,,,,,,,,
2047,,,,오류동,,,,,,,,,,,,,
2048,,,,오류왕길동,,,,,,,,,,,,,
2049,,,,오류제1동,,,,,,,,,,,,,
2050,,,,오류제2동,,,,,,,,,,,,,
2051,,,,오륜동,,,,,,,,,,,,,
2052,,,,오부면,,,,,,,,,,,,,
2053,,,,오산면,,,,,,,,,,,,,
2054,,,,오성면,,,,,,,,,,,,,
2055,,,,오송읍,,,,,,,,,,,,,
2056,,,,오수면,,,,,,,,,,,,,
2057,,,,오전동,,,,,,,,,,,,,
2058,,,,오정동,,,,,,,,,,,,,
2059,,,,오창읍,,,,,,,,,,,,,
2060,,,,오천면,,,,,,,,,,,,,
2061,,,,오천읍,,,,,,,,,,,,,
2062,,,,오치1동,,,,,,,,,,,,,
2063,,,,오치2동,,,,,,,,,,,,,
2064,,,,오포읍,,,,,,,,,,,,,
2065,,,,오학동,,,,,,,,,,,,,
2066,,,,옥계면,,,,,,,,,,,,,
2067,,,,옥곡면,,,,,,,,,,,,,
2068,,,,옥과면,,,,,,,,,,,,,
2069,,,,옥구읍,,,,,,,,,,,,,
2070,,,,옥도면,,,,,,,,,,,,,
2071,,,,옥동,,,,,,,,,,,,,
2072,,,,옥련1동,,,,,,,,,,,,,
2073,,,,옥련2동,,,,,,,,,,,,,
2074,,,,옥룡동,,,,,,,,,,,,,
2075,,,,옥룡면,,,,,,,,,,,,,
2076,,,,옥산면,,,,,,,,,,,,,
2077,,,,옥서면,,,,,,,,,,,,,
2078,,,,옥성면,,,,,,,,,,,,,
2079,,,,옥수동,,,,,,,,,,,,,
2080,,,,옥암동,,,,,,,,,,,,,
2081,,,,옥종면,,,,,,,,,,,,,
2082,,,,옥천동,,,,,,,,,,,,,
2083,,,,옥천면,,,,,,,,,,,,,
2084,,,,옥천읍,,,,,,,,,,,,,
2085,,,,옥포1동,,,,,,,,,,,,,
2086,,,,옥포2동,,,,,,,,,,,,,
2087,,,,옥포읍,,,,,,,,,,,,,
2088,,,,온산읍,,,,,,,,,,,,,
2089,,,,온양1동,,,,,,,,,,,,,
2090,,,,온양2동,,,,,,,,,,,,,
2091,,,,온양3동,,,,,,,,,,,,,
2092,,,,온양4동,,,,,,,,,,,,,
2093,,,,온양5동,,,,,,,,,,,,,
2094,,,,온양6동,,,,,,,,,,,,,
2095,,,,온양읍,,,,,,,,,,,,,
2096,,,,온정면,,,,,,,,,,,,,
2097,,,,온천1동,,,,,,,,,,,,,
2098,,,,온천2동,,,,,,,,,,,,,
2099,,,,온천제1동,,,,,,,,,,,,,
2100,,,,온천제2동,,,,,,,,,,,,,
2101,,,,온천제3동,,,,,,,,,,,,,
2102,,,,옴천면,,,,,,,,,,,,,
2103,,,,옹동면,,,,,,,,,,,,,
2104,,,,와동,,,,,,,,,,,,,
2105,,,,와룡면,,,,,,,,,,,,,
2106,,,,와부읍,,,,,,,,,,,,,
2107,,,,와촌면,,,,,,,,,,,,,
2108,,,,완도읍,,,,,,,,,,,,,
2109,,,,완산동,,,,,,,,,,,,,
2110,,,,완월동,,,,,,,,,,,,,
2111,,,,왕곡면,,,,,,,,,,,,,
2112,,,,왕궁면,,,,,,,,,,,,,
2113,,,,왕산면,,,,,,,,,,,,,
2114,,,,왕십리도선동,,,,,,,,,,,,,
2115,,,,왕십리제2동,,,,,,,,,,,,,
2116,,,,왕정동,,,,,,,,,,,,,
2117,,,,왕조1동,,,,,,,,,,,,,
2118,,,,왕조2동,,,,,,,,,,,,,
2119,,,,왕징면,,,,,,,,,,,,,
2120,,,,왜관읍,,,,,,,,,,,,,
2121,,,,외남면,,,,,,,,,,,,,
2122,,,,외도동,,,,,,,,,,,,,
2123,,,,외동읍,,,,,,,,,,,,,
2124,,,,외산면,,,,,,,,,,,,,
2125,,,,외서면,,,,,,,,,,,,,
2126,,,,요촌동,,,,,,,,,,,,,
2127,,,,욕지면,,,,,,,,,,,,,
2128,,,,용강동,,,,,,,,,,,,,
2129,,,,용궁면,,,,,,,,,,,,,
2130,,,,용남면,,,,,,,,,,,,,
2131,,,,용담.명암.산성동,,,,,,,,,,,,,
2132,,,,용담1동,,,,,,,,,,,,,
2133,,,,용담2동,,,,,,,,,,,,,
2134,,,,용담면,,,,,,,,,,,,,
2135,,,,용답동,,,,,,,,,,,,,
2136,,,,용당1동,,,,,,,,,,,,,
2137,,,,용당2동,,,,,,,,,,,,,
2138,,,,용당동,,,,,,,,,,,,,
2139,,,,용덕면,,,,,,,,,,,,,
2140,,,,용동면,,,,,,,,,,,,,
2141,,,,용두동,,,,,,,,,,,,,
2142,,,,용면,,,,,,,,,,,,,
2143,,,,용문동,,,,,,,,,,,,,
2144,,,,용문면,,,,,,,,,,,,,
2145,,,,용방면,,,,,,,,,,,,,
2146,,,,용봉동,,,,,,,,,,,,,
2147,,,,용산1동,,,,,,,,,,,,,
2148,,,,용산2가동,,,,,,,,,,,,,
2149,,,,용산2동,,,,,,,,,,,,,
2150,,,,용산동,,,,,,,,,,,,,
2151,,,,용산면,,,,,,,,,,,,,
2152,,,,용상동,,,,,,,,,,,,,
2153,,,,용성면,,,,,,,,,,,,,
2154,,,,용신동,,,,,,,,,,,,,
2155,,,,용안면,,,,,,,,,,,,,
2156,,,,용암1동,,,,,,,,,,,,,
2157,,,,용암2동,,,,,,,,,,,,,
2158,,,,용암면,,,,,,,,,,,,,
2159,,,,용운동,,,,,,,,,,,,,
2160,,,,용유동,,,,,,,,,,,,,
2161,,,,용이동,,,,,,,,,,,,,
2162,,,,용전동,,,,,,,,,,,,,
2163,,,,용주면,,,,,,,,,,,,,
2164,,,,용지동,,,,,,,,,,,,,
2165,,,,용지면,,,,,,,,,,,,,
2166,,,,용진읍,,,,,,,,,,,,,
2167,,,,용평면,,,,,,,,,,,,,
2168,,,,용해동,,,,,,,,,,,,,
2169,,,,"용현1,4동",,,,,,,,,,,,,
2170,,,,용현2동,,,,,,,,,,,,,
2171,,,,용현3동,,,,,,,,,,,,,
2172,,,,용현5동,,,,,,,,,,,,,
2173,,,,용현면,,,,,,,,,,,,,
2174,,,,용호제1동,,,,,,,,,,,,,
2175,,,,용호제2동,,,,,,,,,,,,,
2176,,,,용호제3동,,,,,,,,,,,,,
2177,,,,용호제4동,,,,,,,,,,,,,
2178,,,,용화면,,,,,,,,,,,,,
2179,,,,용흥동,,,,,,,,,,,,,
2180,,,,우강면,,,,,,,,,,,,,
2181,,,,우곡면,,,,,,,,,,,,,
2182,,,,우도면,,,,,,,,,,,,,
2183,,,,우만1동,,,,,,,,,,,,,
2184,,,,우만2동,,,,,,,,,,,,,
2185,,,,우보면,,,,,,,,,,,,,
2186,,,,우산동,,,,,,,,,,,,,
2187,,,,우성면,,,,,,,,,,,,,
2188,,,,우아1동,,,,,,,,,,,,,
2189,,,,우아2동,,,,,,,,,,,,,
2190,,,,우암동,,,,,,,,,,,,,
2191,,,,우이동,,,,,,,,,,,,,
2192,,,,우장산동,,,,,,,,,,,,,
2193,,,,우정동,,,,,,,,,,,,,
2194,,,,우정읍,,,,,,,,,,,,,
2195,,,,우제1동,,,,,,,,,,,,,
2196,,,,우제2동,,,,,,,,,,,,,
2197,,,,우제3동,,,,,,,,,,,,,
2198,,,,우창동,,,,,,,,,,,,,
2199,,,,우천면,,,,,,,,,,,,,
2200,,,,운곡면,,,,,,,,,,,,,
2201,,,,운남동,,,,,,,,,,,,,
2202,,,,운남면,,,,,,,,,,,,,
2203,,,,운문면,,,,,,,,,,,,,
2204,,,,운봉읍,,,,,,,,,,,,,
2205,,,,운산면,,,,,,,,,,,,,
2206,,,,운서동,,,,,,,,,,,,,
2207,,,,운수면,,,,,,,,,,,,,
2208,,,,운암1동,,,,,,,,,,,,,
2209,,,,운암2동,,,,,,,,,,,,,
2210,,,,운암3동,,,,,,,,,,,,,
2211,,,,운암면,,,,,,,,,,,,,
2212,,,,운양동,,,,,,,,,,,,,
2213,,,,운정1동,,,,,,,,,,,,,
2214,,,,운정2동,,,,,,,,,,,,,
2215,,,,운정3동,,,,,,,,,,,,,
2216,,,,운주면,,,,,,,,,,,,,
2217,,,,운중동,,,,,,,,,,,,,
2218,,,,운천.신봉동,,,,,,,,,,,,,
2219,,,,울릉읍,,,,,,,,,,,,,
2220,,,,울진읍,,,,,,,,,,,,,
2221,,,,웅남동,,,,,,,,,,,,,
2222,,,,웅동1동,,,,,,,,,,,,,
2223,,,,웅동2동,,,,,,,,,,,,,
2224,,,,웅양면,,,,,,,,,,,,,
2225,,,,웅진동,,,,,,,,,,,,,
2226,,,,웅천동,,,,,,,,,,,,,
2227,,,,웅천읍,,,,,,,,,,,,,
2228,,,,웅촌면,,,,,,,,,,,,,
2229,,,,웅치면,,,,,,,,,,,,,
2230,,,,웅포면,,,,,,,,,,,,,
2231,,,,원곡동,,,,,,,,,,,,,
2232,,,,원곡면,,,,,,,,,,,,,
2233,,,,원남면,,,,,,,,,,,,,
2234,,,,원당동,,,,,,,,,,,,,
2235,,,,원대동,,,,,,,,,,,,,
2236,,,,원덕읍,,,,,,,,,,,,,
2237,,,,원동면,,,,,,,,,,,,,
2238,,,,원북면,,,,,,,,,,,,,
2239,,,,원산도출장소,,,,,,,,,,,,,
2240,,,,원산동,,,,,,,,,,,,,
2241,,,,원삼면,,,,,,,,,,,,,
2242,,,,원성1동,,,,,,,,,,,,,
2243,,,,원성2동,,,,,,,,,,,,,
2244,,,,원신동,,,,,,,,,,,,,
2245,,,,원신흥동,,,,,,,,,,,,,
2246,,,,원인동,,,,,,,,,,,,,
2247,,,,원천동,,,,,,,,,,,,,
2248,,,,원평1동,,,,,,,,,,,,,
2249,,,,원평2동,,,,,,,,,,,,,
2250,,,,원평동,,,,,,,,,,,,,
2251,,,,원효로제1동,,,,,,,,,,,,,
2252,,,,원효로제2동,,,,,,,,,,,,,
2253,,,,월계1동,,,,,,,,,,,,,
2254,,,,월계2동,,,,,,,,,,,,,
2255,,,,월계3동,,,,,,,,,,,,,
2256,,,,월곡1동,,,,,,,,,,,,,
2257,,,,월곡2동,,,,,,,,,,,,,
2258,,,,월곡제1동,,,,,,,,,,,,,
2259,,,,월곡제2동,,,,,,,,,,,,,
2260,,,,월곶동,,,,,,,,,,,,,
2261,,,,월곶면,,,,,,,,,,,,,
2262,,,,월등면,,,,,,,,,,,,,
2263,,,,월롱면,,,,,,,,,,,,,
2264,,,,월명동,,,,,,,,,,,,,
2265,,,,월산4동,,,,,,,,,,,,,
2266,,,,월산5동,,,,,,,,,,,,,
2267,,,,월산동,,,,,,,,,,,,,
2268,,,,월산면,,,,,,,,,,,,,
2269,,,,월성1동,,,,,,,,,,,,,
2270,,,,월성2동,,,,,,,,,,,,,
2271,,,,월성동,,,,,,,,,,,,,
2272,,,,월송동,,,,,,,,,,,,,
2273,,,,월야면,,,,,,,,,,,,,
2274,,,,월영동,,,,,,,,,,,,,
2275,,,,월평1동,,,,,,,,,,,,,
2276,,,,월평2동,,,,,,,,,,,,,
2277,,,,월평3동,,,,,,,,,,,,,
2278,,,,월피동,,,,,,,,,,,,,
2279,,,,월항면,,,,,,,,,,,,,
2280,,,,월호동,,,,,,,,,,,,,
2281,,,,위도면,,,,,,,,,,,,,
2282,,,,위례동,,,,,,,,,,,,,
2283,,,,위천면,,,,,,,,,,,,,
2284,,,,유가읍,,,,,,,,,,,,,
2285,,,,유곡면,,,,,,,,,,,,,
2286,,,,유구읍,,,,,,,,,,,,,
2287,,,,유달동,,,,,,,,,,,,,
2288,,,,유덕동,,,,,,,,,,,,,
2289,,,,유등면,,,,,,,,,,,,,
2290,,,,유림동,,,,,,,,,,,,,
2291,,,,유림면,,,,,,,,,,,,,
2292,,,,유어면,,,,,,,,,,,,,
2293,,,,유천1동,,,,,,,,,,,,,
2294,,,,유천2동,,,,,,,,,,,,,
2295,,,,유천면,,,,,,,,,,,,,
2296,,,,유치면,,,,,,,,,,,,,
2297,,,,율곡동,,,,,,,,,,,,,
2298,,,,율곡면,,,,,,,,,,,,,
2299,,,,율량.사천동,,,,,,,,,,,,,
2300,,,,율면,,,,,,,,,,,,,
2301,,,,율목동,,,,,,,,,,,,,
2302,,,,율어면,,,,,,,,,,,,,
2303,,,,율천동,,,,,,,,,,,,,
2304,,,,율촌면,,,,,,,,,,,,,
2305,,,,은산면,,,,,,,,,,,,,
